timestamp,level,service,message,request_id,duration_ms
2026-03-15 03:20:15,CRITICAL,cdn-cache,Database connection refused,req-00130,20315
2026-03-15 03:20:16,ERROR,payment-service,"Connection pool exhausted, max_connections=100",req-00044,28702
2026-03-15 03:20:22,CRITICAL,checkout-flow,Request queue overflow,req-00482,12629
2026-03-15 03:20:24,ERROR,checkout-flow,Request queue overflow,req-00346,26969
2026-03-15 03:20:27,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00260,29322
2026-03-15 03:21:11,ERROR,cdn-cache,Database connection refused,req-00476,16309
2026-03-15 03:21:16,ERROR,payment-service,Circuit breaker OPEN for payment-service,req-00103,14861
2026-03-15 03:21:16,ERROR,cdn-cache,Request queue overflow,req-00144,11498
2026-03-15 03:21:24,WARN,search-service,Request queue overflow,req-00341,26514
2026-03-15 03:21:36,CRITICAL,search-service,Database connection refused,req-00421,23065
2026-03-15 03:22:38,WARN,cdn-cache,Circuit breaker OPEN for payment-service,req-00190,22694
2026-03-15 03:22:38,ERROR,payment-service,5xx response returned to client,req-00435,20867
2026-03-15 03:22:49,WARN,cdn-cache,5xx response returned to client,req-00474,16429
2026-03-15 03:23:14,ERROR,search-service,Database connection refused,req-00199,29920
2026-03-15 03:23:16,ERROR,api-gateway,Payment processing failed: upstream timeout,req-00229,6838
2026-03-15 03:23:41,ERROR,payment-service,Connection timeout to database,req-00171,5401
2026-03-15 03:23:56,CRITICAL,search-service,Circuit breaker OPEN for payment-service,req-00141,24898
2026-03-15 03:24:20,WARN,search-service,Payment processing failed: upstream timeout,req-00164,12554
2026-03-15 03:24:29,ERROR,payment-service,Payment processing failed: upstream timeout,req-00409,27740
2026-03-15 03:24:32,CRITICAL,api-gateway,Database connection refused,req-00011,14482
2026-03-15 03:24:46,ERROR,api-gateway,5xx response returned to client,req-00123,15842
2026-03-15 03:24:56,CRITICAL,api-gateway,Connection timeout to database,req-00042,6029
2026-03-15 03:25:02,ERROR,search-service,Database connection refused,req-00459,5545
2026-03-15 03:25:08,WARN,cdn-cache,Connection timeout to database,req-00316,18272
2026-03-15 03:25:08,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00413,14828
2026-03-15 03:26:21,ERROR,cdn-cache,Payment processing failed: upstream timeout,req-00355,29654
2026-03-15 03:26:32,ERROR,api-gateway,Payment processing failed: upstream timeout,req-00354,27163
2026-03-15 03:26:34,ERROR,checkout-flow,"Connection pool exhausted, max_connections=100",req-00463,22178
2026-03-15 03:27:11,ERROR,cdn-cache,Database connection refused,req-00261,21034
2026-03-15 03:27:17,ERROR,payment-service,"Connection pool exhausted, max_connections=100",req-00468,23379
2026-03-15 03:27:23,CRITICAL,api-gateway,"Connection pool exhausted, max_connections=100",req-00049,11232
2026-03-15 03:27:25,ERROR,search-service,Circuit breaker OPEN for payment-service,req-00095,21758
2026-03-15 03:27:34,ERROR,checkout-flow,5xx response returned to client,req-00009,7582
2026-03-15 03:27:49,ERROR,api-gateway,Database connection refused,req-00035,9120
2026-03-15 03:27:57,ERROR,api-gateway,Request queue overflow,req-00383,29794
2026-03-15 03:28:03,ERROR,search-service,Database connection refused,req-00151,22634
2026-03-15 03:28:08,WARN,checkout-flow,Connection timeout to database,req-00192,7992
2026-03-15 03:28:38,CRITICAL,api-gateway,5xx response returned to client,req-00488,10760
2026-03-15 03:28:56,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00078,5316
2026-03-15 03:29:21,ERROR,cdn-cache,Request queue overflow,req-00219,26365
2026-03-15 03:29:33,ERROR,payment-service,Payment processing failed: upstream timeout,req-00212,18596
2026-03-15 03:29:35,ERROR,search-service,5xx response returned to client,req-00250,7467
2026-03-15 03:29:40,ERROR,search-service,Payment processing failed: upstream timeout,req-00382,12901
2026-03-15 03:29:41,CRITICAL,payment-service,"Connection pool exhausted, max_connections=100",req-00247,22675
2026-03-15 03:29:49,CRITICAL,cdn-cache,Circuit breaker OPEN for payment-service,req-00356,12837
2026-03-15 03:30:06,ERROR,search-service,Payment processing failed: upstream timeout,req-00028,19246
2026-03-15 03:30:12,ERROR,search-service,5xx response returned to client,req-00119,25537
2026-03-15 03:30:37,WARN,payment-service,5xx response returned to client,req-00038,27009
2026-03-15 03:30:40,ERROR,payment-service,Request queue overflow,req-00244,26179
2026-03-15 03:30:41,CRITICAL,api-gateway,Request queue overflow,req-00024,10242
2026-03-15 03:30:58,ERROR,cdn-cache,5xx response returned to client,req-00160,5565
2026-03-15 03:31:03,ERROR,cdn-cache,Circuit breaker OPEN for payment-service,req-00371,5172
2026-03-15 03:31:13,CRITICAL,api-gateway,Database connection refused,req-00325,25576
2026-03-15 03:31:16,ERROR,checkout-flow,Connection timeout to database,req-00438,15456
2026-03-15 03:31:43,ERROR,search-service,Request queue overflow,req-00451,25022
2026-03-15 03:32:02,ERROR,cdn-cache,Request queue overflow,req-00432,5992
2026-03-15 03:32:04,WARN,search-service,Payment processing failed: upstream timeout,req-00310,8931
2026-03-15 03:32:57,ERROR,cdn-cache,Database connection refused,req-00152,28954
2026-03-15 03:33:22,ERROR,checkout-flow,5xx response returned to client,req-00359,10310
2026-03-15 03:33:29,ERROR,api-gateway,Request queue overflow,req-00321,8736
2026-03-15 03:33:53,CRITICAL,cdn-cache,Payment processing failed: upstream timeout,req-00086,10216
2026-03-15 03:33:54,ERROR,search-service,5xx response returned to client,req-00147,26676
2026-03-15 03:34:24,CRITICAL,payment-service,Database connection refused,req-00267,23500
2026-03-15 03:34:29,ERROR,api-gateway,Database connection refused,req-00087,6268
2026-03-15 03:34:38,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00270,9741
2026-03-15 03:35:02,ERROR,cdn-cache,Connection timeout to database,req-00025,17608
2026-03-15 03:35:14,ERROR,payment-service,Payment processing failed: upstream timeout,req-00107,21890
2026-03-15 03:35:36,ERROR,api-gateway,5xx response returned to client,req-00461,13700
2026-03-15 03:35:44,WARN,search-service,Circuit breaker OPEN for payment-service,req-00157,27976
2026-03-15 03:35:55,ERROR,cdn-cache,Request queue overflow,req-00392,19409
2026-03-15 03:36:26,CRITICAL,checkout-flow,Circuit breaker OPEN for payment-service,req-00417,7825
2026-03-15 03:36:36,WARN,cdn-cache,Connection timeout to database,req-00018,11913
2026-03-15 03:36:44,ERROR,api-gateway,Database connection refused,req-00313,29315
2026-03-15 03:37:20,ERROR,search-service,"Connection pool exhausted, max_connections=100",req-00176,8881
2026-03-15 03:37:33,WARN,payment-service,Database connection refused,req-00269,9835
2026-03-15 03:37:37,ERROR,payment-service,Request queue overflow,req-00385,20680
2026-03-15 03:38:01,CRITICAL,checkout-flow,Database connection refused,req-00360,13192
2026-03-15 03:38:34,ERROR,checkout-flow,Database connection refused,req-00194,29781
2026-03-15 03:38:40,ERROR,api-gateway,Payment processing failed: upstream timeout,req-00149,25826
2026-03-15 03:38:41,ERROR,search-service,Request queue overflow,req-00254,12661
2026-03-15 03:39:39,ERROR,search-service,Database connection refused,req-00249,14671
2026-03-15 03:39:50,ERROR,search-service,5xx response returned to client,req-00318,8468
2026-03-15 03:39:51,WARN,cdn-cache,Circuit breaker OPEN for payment-service,req-00209,28114
2026-03-15 03:39:56,CRITICAL,search-service,Circuit breaker OPEN for payment-service,req-00242,16544
2026-03-15 03:40:02,ERROR,search-service,Database connection refused,req-00070,26429
2026-03-15 03:40:11,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00373,18869
2026-03-15 03:40:12,ERROR,checkout-flow,Request queue overflow,req-00351,16035
2026-03-15 03:40:42,CRITICAL,checkout-flow,"Connection pool exhausted, max_connections=100",req-00139,9136
2026-03-15 03:41:08,CRITICAL,api-gateway,Database connection refused,req-00017,6051
2026-03-15 03:41:19,ERROR,api-gateway,Database connection refused,req-00350,22687
2026-03-15 03:41:39,CRITICAL,cdn-cache,Payment processing failed: upstream timeout,req-00447,28838
2026-03-15 03:41:41,WARN,checkout-flow,Database connection refused,req-00008,6423
2026-03-15 03:41:50,ERROR,cdn-cache,"Connection pool exhausted, max_connections=100",req-00402,7203
2026-03-15 03:41:58,ERROR,api-gateway,5xx response returned to client,req-00111,25636
2026-03-15 03:42:02,ERROR,checkout-flow,Database connection refused,req-00146,23544
2026-03-15 03:42:06,ERROR,payment-service,"Connection pool exhausted, max_connections=100",req-00156,16626
2026-03-15 03:42:09,WARN,payment-service,Circuit breaker OPEN for payment-service,req-00414,12347
2026-03-15 03:42:20,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00075,6664
2026-03-15 03:43:01,CRITICAL,payment-service,Database connection refused,req-00088,20083
2026-03-15 03:43:09,ERROR,api-gateway,"Connection pool exhausted, max_connections=100",req-00043,14125
2026-03-15 03:43:17,ERROR,api-gateway,Request queue overflow,req-00027,22595
2026-03-15 03:43:22,WARN,search-service,5xx response returned to client,req-00437,9284
2026-03-15 03:43:27,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00315,18252
2026-03-15 03:43:27,WARN,api-gateway,Payment processing failed: upstream timeout,req-00391,9078
2026-03-15 03:43:42,CRITICAL,search-service,5xx response returned to client,req-00328,7237
2026-03-15 03:43:48,ERROR,api-gateway,Request queue overflow,req-00241,21276
2026-03-15 03:44:47,ERROR,api-gateway,Payment processing failed: upstream timeout,req-00381,13311
2026-03-15 03:44:54,ERROR,cdn-cache,Circuit breaker OPEN for payment-service,req-00222,19972
2026-03-15 03:45:10,ERROR,search-service,Circuit breaker OPEN for payment-service,req-00248,13930
2026-03-15 03:45:10,CRITICAL,checkout-flow,Circuit breaker OPEN for payment-service,req-00352,17344
2026-03-15 03:45:14,CRITICAL,search-service,Circuit breaker OPEN for payment-service,req-00093,13698
2026-03-15 03:45:30,WARN,search-service,"Connection pool exhausted, max_connections=100",req-00069,19358
2026-03-15 03:45:36,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00158,11260
2026-03-15 03:45:46,CRITICAL,api-gateway,Request queue overflow,req-00085,15885
2026-03-15 03:46:00,CRITICAL,payment-service,Database connection refused,req-00303,25245
2026-03-15 03:46:05,ERROR,cdn-cache,Request queue overflow,req-00083,10064
2026-03-15 03:46:17,WARN,search-service,Circuit breaker OPEN for payment-service,req-00388,18049
2026-03-15 03:46:28,ERROR,payment-service,5xx response returned to client,req-00259,17157
2026-03-15 03:46:42,ERROR,payment-service,5xx response returned to client,req-00493,13940
2026-03-15 03:46:45,CRITICAL,checkout-flow,Payment processing failed: upstream timeout,req-00073,14232
2026-03-15 03:46:58,ERROR,checkout-flow,5xx response returned to client,req-00117,22952
2026-03-15 03:46:59,CRITICAL,cdn-cache,5xx response returned to client,req-00150,10771
2026-03-15 03:47:21,INFO,cdn-cache,Service recovered,req-00393,97
2026-03-15 03:47:30,INFO,cdn-cache,Connection pool healthy,req-00334,98
2026-03-15 03:47:52,INFO,cdn-cache,Service recovered,req-00235,189
2026-03-15 03:48:38,INFO,payment-service,Service recovered,req-00364,73
2026-03-15 03:48:42,INFO,api-gateway,Service recovered,req-00372,105
2026-03-15 03:48:49,INFO,checkout-flow,Connection pool healthy,req-00132,56
2026-03-15 03:49:00,INFO,payment-service,Request processed successfully,req-00187,65
2026-03-15 03:49:17,INFO,api-gateway,Request processed successfully,req-00423,182
2026-03-15 03:49:32,INFO,payment-service,Request processed successfully,req-00233,168
2026-03-15 03:49:34,INFO,checkout-flow,Connection pool healthy,req-00019,130
2026-03-15 03:49:58,INFO,cdn-cache,Request processed successfully,req-00410,81
2026-03-15 03:50:05,INFO,cdn-cache,Connection pool healthy,req-00370,85
2026-03-15 03:50:20,INFO,checkout-flow,Connection pool healthy,req-00131,56
2026-03-15 03:50:32,INFO,cdn-cache,Request processed successfully,req-00189,169
2026-03-15 03:50:53,INFO,checkout-flow,Connection pool healthy,req-00327,132
2026-03-15 03:51:04,INFO,checkout-flow,Connection pool healthy,req-00098,100
2026-03-15 03:51:05,INFO,payment-service,Request processed successfully,req-00084,95
2026-03-15 03:51:09,INFO,payment-service,Request processed successfully,req-00053,154
2026-03-15 03:51:39,INFO,cdn-cache,Request processed successfully,req-00366,151
2026-03-15 03:51:56,INFO,payment-service,Connection pool healthy,req-00217,111
2026-03-15 03:52:04,INFO,api-gateway,Service recovered,req-00489,176
2026-03-15 03:52:06,INFO,checkout-flow,Request processed successfully,req-00362,122
2026-03-15 03:52:09,INFO,payment-service,Connection pool healthy,req-00064,130
2026-03-15 03:52:15,INFO,checkout-flow,Connection pool healthy,req-00045,171
2026-03-15 03:52:40,INFO,payment-service,Service recovered,req-00072,79
2026-03-15 03:53:25,INFO,checkout-flow,Service recovered,req-00444,111
2026-03-15 03:53:26,INFO,api-gateway,Connection pool healthy,req-00277,183
2026-03-15 03:53:34,INFO,payment-service,Service recovered,req-00365,139
2026-03-15 03:53:39,INFO,cdn-cache,Service recovered,req-00358,122
2026-03-15 03:53:49,INFO,checkout-flow,Service recovered,req-00431,103
2026-03-15 03:54:08,INFO,cdn-cache,Service recovered,req-00136,70
2026-03-15 03:54:33,INFO,payment-service,Service recovered,req-00477,60
2026-03-15 03:54:48,INFO,cdn-cache,Connection pool healthy,req-00470,137
2026-03-15 03:54:52,INFO,search-service,Connection pool healthy,req-00472,126
2026-03-15 03:54:59,INFO,payment-service,Request processed successfully,req-00323,76
2026-03-15 03:55:17,INFO,api-gateway,Request processed successfully,req-00060,67
2026-03-15 03:55:38,INFO,api-gateway,Request processed successfully,req-00142,129
2026-03-15 03:55:43,INFO,checkout-flow,Request processed successfully,req-00342,135
2026-03-15 03:56:01,INFO,search-service,Service recovered,req-00091,180
2026-03-15 03:56:02,INFO,checkout-flow,Connection pool healthy,req-00462,108
2026-03-15 03:56:07,INFO,cdn-cache,Request processed successfully,req-00344,71
2026-03-15 03:56:17,INFO,cdn-cache,Service recovered,req-00197,154
2026-03-15 03:56:41,INFO,api-gateway,Service recovered,req-00420,169
2026-03-15 03:56:56,INFO,checkout-flow,Connection pool healthy,req-00296,192
2026-03-15 03:57:20,INFO,payment-service,Service recovered,req-00485,171
2026-03-15 03:57:39,INFO,payment-service,Service recovered,req-00168,108
2026-03-15 03:57:41,INFO,cdn-cache,Request processed successfully,req-00220,82
2026-03-15 03:58:13,INFO,payment-service,Request processed successfully,req-00012,147
2026-03-15 03:58:30,INFO,checkout-flow,Service recovered,req-00271,94
2026-03-15 03:58:41,INFO,checkout-flow,Service recovered,req-00389,114
2026-03-15 03:58:41,INFO,checkout-flow,Connection pool healthy,req-00492,176
2026-03-15 03:59:21,INFO,checkout-flow,Service recovered,req-00282,166
2026-03-15 03:59:38,INFO,cdn-cache,Connection pool healthy,req-00196,175
